Source,Reused-human,Final-annnotation
How can I improve my skills?,میں اپنی سیکھنے کی مہارت کو کیسے بہتر بناؤں؟,H
Will Google compete with a counter-offer from a candidateâ€™s current employer?,"کیا گوگل کسی پیش کش پر بات چیت کرے گا اگر کوئی مسابقتی پیش کش میرے لئے مسابقتی ٹیم رکھتی ہے ، کیوں کہ گوگل قبول کرنے کے بعد تک ٹیم ٹیم پلیسمنٹ نہیں کرتی ہے؟",H
Who invented tightrope walking and why?,صفر ایجاد کس نے کی اور کیسے؟,H
What is a transaction and ACID properties in DBMS?,ڈی بی ایم ایس کا مقصد کیا ہے؟,H
What is the best cell signal booster?,مجھے کاروں کے لئے سیل فون بوسٹر کہاں سے ملتا ہے؟,H
What are some good sources for learning NuGet?,ریاضی سیکھنے کے لئے اچھا ذریعہ کیا ہے؟,H
Who really did frame Roger Rabbit?,کون فریمڈ راجر خرگوش کا تھیم ہے؟,H
How can I make money through the Internet?,"آن لائن پیسہ کمانے کے کچھ مختلف طریقے کیا ہیں ، چیزیں بیچنا چھوڑ کر؟",H
What import duties and taxes are applicable on products imported into Norway?,چلی میں درآمد کی جانے والی مصنوعات کے لئے کس درآمدی محصولات اور ٹیکسوں کا اطلاق ہوتا ہے؟,H
What is Instagram's new policy? Why can't I check who unfollowed me on Instagram?,انسٹاگرام پر ہیش ٹیگ کیوں کام نہیں کررہے ہیں؟,H
Have you ever experienced paranormal activities?,کیا آپ نے کبھی غیر معمولی سرگرمی کا تجربہ کیا ہے؟ اصل میں کہاں اور کیا ہوا؟,H
What is nodes?,نوڈ نمبر کیا ہے؟,H
Could CAT exam and MAT exam take place on same day (4th December 2016)?,کیا بلی 2016 کے امتحان کے لئے ویدک ریاضی سیکھنے اور مختصر چالوں پر وقت گزارنے کی ضرورت ہے؟,H
"What is the price and feature difference between UberGo, UberX and UberBlack in India?",ون ساون ہندوستان اور امریکہ کے درمیان قیمتوں میں فرق زیادہ ہے؟,H
Which is the best version of Linux?,لینکس کا بہترین ڈیسک ٹاپ ماحول کیا ہے؟,H
Which pizzas are the most popularly ordered pizzas on Domino's menu?,ڈومنوس پیزا میں کتنی کیلوری ہوتی ہے؟,H
How much taxes do we pay?,کاروبار اور افراد ٹیکس کیوں دیتے ہیں؟,H
What are some cool things in C++?,چنئی میں کچھ ٹھنڈی چیزیں کرنے کے لئے کیا ہیں؟,H
What happens if you get pulled over with expired registration in California?,میں کیلیفورنیا میں ایسی کار کیسے خریدوں جس کی رجسٹریشن ختم ہوجائے؟,H
"If I wanted to transfer over $1 million abroad (say, to purchase property), how much of a delay can I expect.?","اگر میں خود ملازم 1 ملین امریکی ڈالر سے زیادہ کی کمائی کر رہا ہوں تو ، میں ٹیکس کی مجموعی ذمہ داری کو کم کرنے کیلئے جزائر کیمین اور / یا پاناما کو کیسے استعمال کرسکتا ہوں؟",H
How does one deal with break up?,میں اپنے پہلے بریک اپ کے ساتھ کس طرح نمٹا سکتا ہوں؟,H
How many miles can a 1998 Toyota Corolla last?,کیا دبئی میں استعمال شدہ ٹویوٹا کرولا خریدنا اچھا ہے؟,H
"What does the Tagalog word ""salamat"" mean in English?",تگالگ: سلامت پو کا کیا مطلب ہے انگریزی میں؟,H
Does resetting Windows 10 help in giving better performance?,اوبنٹو 16.04 یا ونڈوز 10 کون سا بہتر ہے؟,H
"What is meant by ""the language of a story""?",سی زبان سے کیا مراد ہے؟,H
"How safe is Papua New Guinea, and how does it's crime rate compare to Australia's?","پاپوا نیو گیانا کتنا محفوظ ہے ، اور اس کی شرح جرم کس طرح ارجنٹائن کے مقابلے میں ہے؟",H
What is most important in life - money or values?,اس سے زیادہ اہم رقم یا عزت کیا ہے؟,H
How many devices is Netflix available on?,کیا نیکلڈون نیٹفلکس پر دستیاب ہے؟,H
What are the job prospects after completing masterâ€™s in engineering management from University of Southern California?,یونیورسٹی کالج ڈبلن سے انجینئرنگ مینجمنٹ میں ماسٹرز کے فارغ التحصیل ہونے کے بعد کیا گنجائش اور ملازمت کا امکان ہے؟,H
"Desserts: What's the best frutti di bosco recipe, and why?",شیشے کے پیالے میں پرتوں والی میٹھی کیلئے کچھ ترکیبیں کیا ہیں؟,H
Cochin to London etihad is the change over time of 1hr sufficient in Dubai?,تحائف بھیجنے میں چین اور امریکہ کے درمیان کیا فرق ہے؟,H
Why have I been so angry lately?,میں اتنا ناراض کیوں ہوں؟,H
Why does boy/girl attracted by their opposite gender during teen age?,کیا لڑکیوں کی طرف متوجہ لڑکوں ہوتا ہے؟,H
"Can someone access your WhatsApp messages on your old phone, even if they have a different number? Can they also see current WhatsApp messages being received or sent?",کس طرح میں نے صرف فون نمبر کو جاننے کی طرف سے کسی کی واٹس ایپ کے پیغامات کے لئے کیو آر کوڈ حاصل کرتے ہیں؟,H
What should I do when I don't feel like doing anything?,مجھے کچھ بھی کرنے کی خواہش نہیں ہو جب میں کیا کروں؟,H
What's the difference between big data and cloud computing?,کیا ہڈوپ اور بڑے ڈیٹا سے پہلے کلاؤڈ کمپیوٹنگ سیکھنا ضروری ہے؟,H
"What are some stories of droppers who cracked  IIT , but had not even cleared the cutoff in their first attempt?",ڈراپرز نے آئی ای ٹی میں کیسے کارکردگی کا مظاہرہ کیا؟,H
What is meant by 'Market Friction'?," وی اے ٹی کے تحت ""صفر ریٹنگ"" سے کیا مراد ہے؟",H
How has Quora improved your life?,میری ساری زندگی (کہاں پر) آپ کی فیڈ کو بہتر بنائیں؟,H
Why are there so many more terrorist attacks in France than anywhere else in Europe?,دہشت گردوں نے برسلز پر حملہ کیوں کیا؟,H
What is Queen Elizabeth II's preferred brand of tea?,ٹمبلینڈ کس برانڈ کا ڈھول استعمال کرتا ہے؟,H
Which are the best Android games?,انڈروئد فٹ بال کا بہترین کھیل کون سا ہے؟,H
How much is 30 kV in HP?,میں ہارس پاور سے سی سی میں تبادلوں کا چارٹ کہاں سے حاصل کرسکتا ہوں؟,H
My pen drive doesnot show up on my Mac. Is it corrupt? How can I solve this and get my data back?,میں ڈراپ باکس فائلوں کو میک پر 'اپنی تمام فائلوں' پر ظاہر ہونے سے کیسے ہٹا سکتا ہوں؟,H
What are the different cloud based computational genomics startups?,کیا کلاؤڈ کمپیوٹنگ کلائنٹ سرور مثال کے مطابق ہے؟,H
"Why are black women not regarded as attractive as Asian or Latin women, even though they are more represented in the media?",کیا سفید فام خواتین ایشین مردوں کو پرکشش لگتی ہیں؟,H
What are all the best books to gift for newly married couples?,تمام انتہائی تحفے نوعمروں کیا کتابوں کو پڑھنا چاہیے؟,H
"What is the song with the woman in a mermaid suit with a fish head and a man dances with her in scuba gear, its a reletively new dance song?","ایک آدمی نائٹ کلب میں رقص فلور پر ایک لڑکی کے نقطہ نظر اور اس کے ساتھ رقص کرنے کی کوشش کر رہا ہے ، وہ صرف ایک مناسب فاصلے پر رقص کرنے کی جگہ پر ہے یا اس سے زیادہ جسمانی کچھ کرنا ضروری نہیں ہے۔",H
"What are the big, mega dance clubs in Greece?","شکاگو میں بڑے ، میگا ڈانس کلب کیا ہیں؟",H
How do I learn Blender 3D fast?,آپ بلینڈر تھری ڈی میں 3ڈی متحرک فلمیں کیسے بناتے ہیں؟,H
What are the simple ANDROID applications to develop for beginners?,"سادہ اور استعمال کے قابل لوڈ، اتارنا انڈروئدایپلی کیشنز کی ترقی کے لئے کچھ خیالات دے؟ پیشگی شکریہ",H
Lose body fat?,میں جسم کی چربی نہیں چل رہا ہوں؟,H
"How can I play safe in capital market with initial investment of Rupees 30,000 ? In which stocks should I invest?",میرے پاس 10000 روپے ہیں۔ میں ان کو اسٹاک مارکیٹ میں لگانا چاہتا ہوں۔ مجھے کس حصص میں سرمایہ کاری کرنی چاہئے؟,H
"What is it like teaching at universities in Abu Dhabi for Expats (Masdar, Khalifa, Petroleum inst)?",ابوظہبی (یا شیخ) نے مسدر سٹی تعمیر کرنے کی کیا وجہ ہے؟,H
What are some things new employees should know going into their first day at Team?,میں تجزیہ کاروں کی ملازمتوں کے لئے درخواست دینا چاہتا ہوں لیکن اس سے قبل میں نے اپنے اسکل سیٹ کو اپ گریڈ کرنے کا سوچا اور اس کے لئے آن لائن کورسز کرنا شروع کردیا۔ کیا یہ صحیح طریقہ ہے؟,H
What is the square root of 37?,36 کا مربع جڑ کیا ہے؟,H
Is it okay to run in the morning and then go to the gym in the evening?,کیا مجھے صبح یا شام میں جم جانا چاہئے؟,H
What it is like to be cheated upon in a relationship?,کسی کے ساتھ تعلقات میں رہنا ایسا کیا ہے جس کے ساتھ آپ نے دھوکہ دیا؟,H
How do I get a Fake ID in India?,کیا مجھے جعلی شناختی شناخت حاصل کرنی چاہئے؟,H
How many moves in advance can you see in a chess game?,"ای یا شٹرنج کے کھیلوں میں سفید رنگ کی سب سے پہلے پہلا واقعہ 4.1ای (گنگ پا پاو کا آغاز کرتے ہیں)؟ اگر ایسا ہے تو ، کیوں؟ یہ کھلنا اتنا عام کیوں ہے؟",H
Does WhatsApp allow conference calls?,واٹس ایپ کالز کتنا ڈیٹا استعمال کرتی ہے؟,H
Ever since the 9/11 attacks what special/unusual measures has the US taken to combat terrorism through air?,"امریکی خارجہ پالیسی کی طرح نظر آئے گی ، کیا نائن الیون کے جھوٹے پرچم حملے کو ٹھوس شواہد کے ساتھ ثابت کرنا چاہئے؟",H
What are the best hollywood farewell songs?,اب تک کے پانچ سب سے بڑے ہالی ووڈ مووی ہدایتکار کون ہیں اور کیوں؟,H
Can landlord downgrade appliances?,میں نے ایک نجی مکان مالک کس طرح بن سکتا ہوں؟,H
How can I find job in Japan?,میں امریکہ میں میلڈونیم کہاں سے خرید سکتا ہوں؟,H
"How can you turn $2,000 into $10,000?","میں مختصر وقت میں $ 10،000 کو $ 10 ملین میں کیسے تبدیل کرسکتا ہوں؟",H
What are the advantages of wearing a watch's face on the inside side of your wrist?,کیا کسی آدمی کے لئے کلائی کے اندر گھڑی پہننا ٹھیک ہے؟,H
What will happen to social sites if advertisers realize that they have found a better way and abandon this?,"بس کے لئے مذاق کیا وقت ہے اور آپ کے وقت کا موسم کیسا ہے؟ مجھے یہ دلچسپ اور مزہ آتا ہے۔ اس موسم کی گھڑیاں یہ قبائلی علاقوں میں روشن ہیں ، اور وہ اچھی طرح سے ہیں اور اس کے پاس آپ کو بہترین موسم کی تصویر کی طرح روشن خیالی کی ضرورت ہے ، یہ ایک سیکنڈ کے لئے ہے! کیا دیکھ رہا ہے؟",H
Memorization: What is the best way to learn all the capitals in the world?,میرے جی ای ای نوٹ حفظ کرنے کا بہترین طریقہ کیا ہوسکتا ہے؟,H
How can I find the cheapest rent in New York City?,کیا نیویارک شہر کے نقشے مفت ہیں؟,H
Why is it that every teen girl has a crush on her mathematics teacher? Is it the intelligence or their behavior?,کیا لڑکیاں اپنے مرد اساتذہ پر کچل پڑتی ہیں؟,H
What are some characteristics of involuntary muscle tissue?,میرا اسٹیئرنگ وہیل لائٹ کیوں ہے؟,H
What are some of the worst careers for women?,آپ مائکروویو میں نوڈلس کیسے پکاتے ہیں؟,H
What is the best way to cook ham in a microwave?,کیا آپ کے ساتھ کوئی غلطی ہے کہ آپ لوگوں کو براہ راست آنکھوں میں نہیں دیکھ سکتے ہیں؟,H
Did Swami Vivekananda ever eat non-veg or egg during his journey around the world?,قاتل کے عقیدہ میں کون سا قاتل بہترین لباس پہنتا ہے؟,H
What are the best quotes/lessons of the Assassin's Creed series?,جب ہم کسی نئے سے ملتے ہیں تو پوچھنے کے لئے کچھ اچھے سوالات کیا ہیں؟,H
How do I delete Whatsapp media from an iPhone?,میں نے ہندوستان میں مکینیکل انجینئرنگ میں بی ای مکمل کیا۔ اب مجھے امریکہ کے لئے ہجرت کا ویزا مل گیا۔ مجھے وہاں کیا کرنا چاہئے؟ کیا مجھے نوکری ملے گی یا مجھے مزید تعلیم حاصل کرنے کی ضرورت ہوگی؟,H
How can you tell if someone loves you?,کیا یارکمڈیشنر برانڈز بہترین معیار ہونا جانتے ہیں؟,H
Which is the best brand for air-conditioners and why?,کون سا ٹی وی سیریز دیکھنے کے قابل ہے؟,H
What is Reliance Industries' total employee strength?,شیئر مارکیٹ میں سرمایہ کاری کے بارے میں کسی ایک جانتے ہیں؟,H
Why do you want to be to president?,میں چارکول کو تیزی سے اور زیادہ دھواں دھوئے بغیر کیسے جلاؤں؟,H
What routes are United's 787 Dreamliners flying?,گرل فرینڈ کو بھیجنے کے لئے کون سے بہترین تحائف ہیں؟,H
What are the best gifts to give a girlfriend in India?,ورڈپریس کون سا فونٹ استعمال کرتا ہے؟,H
What is your review of Birla Institute of Management Technology?,جامنی رنگ کریون کے بول چال میں کیا ہیں؟,H
Could we shrink things by reducing the 'empty space' in subatomic particles?,"جموں و کشمیر، بھارت کی آپ کی نظر ثانی کی ضرورت ہے؟",H
"What is your review of Srinagar, Jammu & Kashmir, India?",پی ایم سی سی میں کون سی بہترین سی بی ایس سی اسکول ہیں؟,H
"Sex life: as a couple in your 30's, how often do you have sex?","کیا میں  2016 کامڈک ایم بی بی ایس فیس کا ڈھانچہ ٹیوشن فیس ، ہاسٹل فیس اور سب کے ساتھ جان سکتا ہوں؟",H
How forgetful are you?,کیا میں سی ایل آر ایس سے ڈیٹا ڈھانچے سیکھ سکتا ہوں کیوں کہ یہ الگورتھم پر ایک کتاب ہے؟,H
What are the best books to learn algorithms and data structures? Are there any good blogs/posts on these? Which books explain these concepts in a simpler way?,کسی کو کسی کے ساتھ جنسی زیادتی کرنے پر کون اکسائے گا؟,H
Ancient Hindus sailed from India to Indonesia. Why didn't they sail further to discover Australia? Why didn't Dutch discover Australia from Indonesia?,کیا ہم موجود ہیں؟,H
Do I exist?,تکنیکی یونیورسٹی آف کریٹ کی عالمی درجہ بندی کیا ہے؟,H
Which is the best bakery in mangalore?,رسی کودنے کا بہترین طریقہ کیا ہے؟,H
"If I jump rope for five minutes, how many calories will I use?",انٹراٹومیٹک فورسیں بین الکاہی قوتوں سے زیادہ مضبوط کیوں ہیں؟,H
What is the difference between Shia and Shiite?,ڈونلڈ ٹرمپ نے 2016 کے صدارتی انتخابات میں کیسے کامیابی حاصل کی؟,H
How do I know if I'm blocked on WhatsApp?,میں ایک ایس کارپوریشن تشکیل دے رہا ہوں جو ایپل ایپ اسٹور اور گوگل پلے پر ایک ایپ بیچ دے گا۔ میں گھر سے کام کرنے والا واحد ملازم ہوں گا۔ کیا مجھے واقعی میں بزنس لائسنس لینے کی ضرورت ہے؟,H
What are some bad habits we all have?,بڑا او اشارہ کیا ہے اور میں اس کا حساب کتاب کیسے کرسکتا ہوں؟,H
How do I unblock myself on viber?,زیگوٹ میں کتنے کروموسوم ہوتے ہیں؟,H
Is there any free app to check your grammar in writing?,ہم صرف خود مطالعہ کرکے آئی آئی ٹی- جے ای ای کے لئے کس طرح تیاری کر سکتے ہیں؟,H
What is the gross salary if IDA mentioned is 16400?,ایک گرفت کیا ہے؟,H
Is there any background check for CA number of attempts?,میں خواب دیکھ رہا ہوں,H
What are the problems/solutions for organizing a concert?,شہری اور دیہی علاقوں میں کیا فرق ہے؟,H
What is the lifestyle of an UPSC aspirant?,2014 میں مائیکرو سافٹ میں سافٹ ویئر انجینئرنگ انٹرن کی تنخواہ کتنی ہے؟,H
What is the DHP vaccine for dogs for? Is it necessary?,کیا انسان کسی کمپیوٹر کے خلاف شطرنج میں جیت سکتا ہے؟,H
What is it like doing a PhD in a top university in Bangladesh?,اگر میں 3 دن نہیں کھاتا ہوں تو میں کتنا وزن کم کروں گا؟,H
"Drinking milk just before sleep, is good or bad if you want to reduce weight?",میں نے بھارت میں تجدید شدہ الیکٹرانکس کیسے خریدوں؟,H
What are some ways to lose weight fast?,پہلی بار جرمنی آنے والے کچھ غیر متوقع چیزیں کیا نوٹس لیتے ہیں,H
Where I can buy the best Household items online in India?,لفظ گراف کہاں سے آیا ہے؟,H
What is your saddest moment?,جوابات کوورا پر کیوں گرتے ہیں؟,H
I've read that movies like the Wizard of Oz and Alice in Wonderland are being used to program our brain. How do we get out?,کون سا کمیشن کو پونے میں کچھ مددگار کوچنگ سینٹر ہیں؟,H
"In India, what are the differences between ordinance, bill, law and act?",آیوروید میں سائنس کیوں بہت کم ہے؟,H
Is Ayurveda a science?,کیا کوئی مجھے سمجھا سکتا ہے کہ اس چھوٹی سی پریشانی کے اقدامات کے ساتھ کیسے کام کرنا ہے؟,H
What are the best tools to create an interactive video?,تمام بنگلہ دیشیوں نسلی نسب کے ذریعے ملا رہے ہیں؟,H
How can I stop giving a fuck about anything?,سی میں میکروز کے بارے میں جاننے کے لئے کچھ اچھے وسائل کیا ہیں؟,H
"What are some good resources for learning C, C++, and C#?",بیک اپ کیا ہے؟,H
Are there good MBA programs for digital marketing in Western Europe?,اے پی کی ترقی اور ایس ا ے  پی۔ا ےچ سی ایم ماڈیول میں کام کے مواقع کیا ہیں؟,H
How do foreigners view your country?,کیا این سی ای آر ٹی کی نصابی کتب کو پڑھنا اور ماڈل سوفٹ پیپرز کو سلجھانا بٹساسٹ اور جے ای ای مینز کو بہتر انداز میں انجام دینے کے لئے کافی تیاری کر رہا ہے؟,H
"For BITSAT & IIT JEE Mains 'theory', is NCERT sufficient?",آپ کو ایک موم کا مجسمہ کس طرح ہموار کر سکتا ہوں؟,H
How do you polish a wax sculpture?,"محبت: ""میں آپ سے پیار کرتا ہوں"" اور ""مجھے آپ سے پیار ہے"" میں کیا فرق ہے؟",H
Why is rhinovirus harmful? How can it be treated?,میں فون / انٹرنیٹ سروس کے بغیر ٹیکسٹ پیغامات کیسے بھیج سکتا یا وصول کرسکتا ہوں؟,H
What if plants could feel pain?,کیا بچہ بچوں کو متحرک اور فون اور ویڈیو گیمز سے دور رکھتا ہے؟,H
How do I solve (0.05246) ^(1/8) - 2.6055 by log?,کیا 8 سال کے وقفے کے بعد یو ایس میلے قدم 1 دینا ممکن ہے؟,H
What are the best hill stations in North India?,بیلجیم خواتین کی شخصیت کی خصوصیات کیا ہیں؟,H
What is the best way to compliment a girl about her looks?,2011 سب اداکار ملازمین کیا ہیں؟,H
What are the top paid IT jobs?,ڈبلیو ڈبلیو 2 کا سب سے بہترین اتحادی فوجی یونٹ کون تھا؟,H
How does body temperature rise when you have the flu?,یسوع پانی پر چلنا تھا؟,H
Why do lawyers have a preference to settle out of court instead of going to court?,کیا آپ کو لگتا ہے کہ زلاٹن ابراہیمویچ مانچسٹر یونائیٹڈ یا میلان جائیں گے؟,H
How do modern touchscreens work?,لمبی دوری کے تعلقات کیسے کامیاب ہوسکتے ہیں؟,H
What is the chemical formula for sodium hydrogen sulfide? How is it determined?,ون سی انڈیا میں ہر ویب ڈیزائننگ کمپنیاں ہیں؟,H
What are they saying during the Israeli satellite launch?,میں ونڈوز 10 وائی فائی سے رابطہ منقطع کرنے کا مسئلہ کیسے حل کروں؟,H
How do I make friends as a teenager?,آئٹس میں میرے پاس 6.5 کا بینڈ ہے۔ مینجمنٹ انفارمیشن سسٹم میں ماسٹر کرنے کے لئے میں کینیڈا کی کون سی یونیورسٹیوں کو حاصل کروں گا؟,H
I have got band 6.0 in IELTS which colleges I will get there in Canada for MS in computer science?,اسٹین فورڈ میں سی ایس 229 (مشین لرننگ) لینے میں کیا پسند ہے؟,H
Development Practice: Have you ever worked on a successful environment project in rural Latin America? What made it successful?,"میں کس طرح 100 کلوگرام سامان (کپڑے) ریاستہائے متحدہ امریکہ سے ہندوستان میں ، 150 ڈالر میں بھیج سکتا ہوں؟",H
I am an Indian and want to marry a Pakistani girl. What should I do?,کیا بدقسمتی واقعی موجود ہے؟,H
Can an auto immune disease cause insomnia?,کسی بچے کے لئے پہلا بہترین کھلونا کونسا ہوگا؟,H
What's the best adult toy for my Kegel muscles?,جب ایک عورت حاملہ حاصل کرنے کا سب سے زیادہ موقع حاصل ہے؟ ادوار کے دوران یا ادوار کے بعد کے ادوار سے پہلے یہ آپ ہیں؟,H
What do girls talk about boys?,کیا یو ایس سی یو سی ایل خرید سکتا ہے؟,H
What is it like to study math at UCLA?,ویڈیو گیمز میں کچھ مایوس کن لمحات کیا تھے؟,H
Is it necessary to unlock bootloader before rooting Android phones?,دوسروں کو مشورہ دینے کے لیے  بہترین مشورہ کیا ہے؟,H
What are some adjectives to describe flowers?,انسانی دماغ / رہائش پڑھنے کے طریقہ کار کار کے لئے کیا ہے؟,H
"Which is correct: ""my sister and I"" or ""me and my sister""?",کون سے ٹی موبائل فون پر وائی فائی کالنگ ہے؟,H
Why I cannot use netsend commands?,اضافی رقم کمانے کے لئے میں کیا کرسکتا ہوں؟,H
Was Michael Jackson bigger than Elvis?,طویل قید کی سزا کے بعد معاشرے میں دوبارہ شامل ہونا کیسا ہے؟,H
"SPOILER ALERT!!! In movie, ""The Departed"" why did Mark Wahlberg (Dignam) kill Matt Damon in the end?",میں دوربین کانٹا کس طرح ڈیزائن کرسکتا ہوں؟,H
"What are the practical applications of fork(), vfork(), exec() and clone()?",آپ مکمل ٹوائلٹ کہاں سے خرید سکتے ہیں؟,H
What are good questions for you to ask an interviewer?,میں کثیر طبقاتی عدم توازن کا ڈیٹا سیٹ کس طرح زیادہ نمونہ لگا سکتا ہوں؟,H
How do I translate 'ç«Ÿç„¶' to English?,سلطنت رومی کے خاتمے کی وجوہات کیا ہیں؟,H
Sleep Number: Can you use any bed frame with a Sleep Number bed?,بھرتی کرنے والوں کے لئے بہترین موبائل ایپس کون سے ہیں؟,H
Where can I buy best quality commercial innerspring sofa bed in Chatswood West?,کیا جے ای ای مینز اور جے ای ای ایڈوانسڈ کے ٹاپر زیادہ تر ایک جیسے ہیں؟,H
You have given all statement as correct in UNCCD question in CSE prelim 2016. While many coachings have taken 2nd statement as wrong.?,ویب ایپلیکیشن فریم ورک کیا ہے؟,H
What's the fastest physical transformation an actor has undergone for a movie or TV role?,پارے کی کون سی خصوصیات اسے دھات بناتی ہیں؟ کیا گیس کی حالت میں پارا پایا جاسکتا ہے؟,H
"Are there any Indian stores in Stony Brook, NY?",مجھے اپنے بلاگ میں کیا لکھنا چاہئے؟,H
What is teabagging?,کیا خون کی کمی سے چڑچڑا پن بڑھتا ہے؟,H
Do people with anemia die younger?,ہیلو کے معنی اور استعمال کیا ہے؟,H
How do you get a micro SIM card out of an iPhone 4?,عورتوں کو مردوں کے ساتھ یکساں سلوک کیوں نہیں کیا جاتا ہے؟,H
What are the pros and cons of converting a pool to salt water?,کیا کسی بچے کے لئے بور ہو رہا ہے؟,H
"I want to start my clothes boutique in India, from where can I buy cheap wholesale clothes?",باسکٹ بال کی کچھ بہترین کتابیں کیا ہیں؟,H
What is the best book ever written about the Detroit Pistons?,آپ کو ڈیبٹ کارڈ کیسے ملے گا؟,H
What is the greatest lie you've ever told to your parents?,روسی اتنے ووڈکا کیوں پیتے ہیں؟,H
Can I use Jio SIM in iPhone 5s?,میں وکی لیکس میں کیسے شامل ہوں؟,H
What is the entire process of becoming a certified ethical hacker?,آپ اپنی ریڑھ کی ہڈی کے بیچ میں درد کا علاج کس طرح کرسکتے ہیں؟,H
Are government employees eligible to Sukanya Samrudi Yojana?,بچپن کا ایک واقعہ کیا ہے جو آپ کبھی نہیں بھول سکتے؟,H
Did they just make up that thing in 'Interstellar' that one has to look inside a black hole to combine general relativity with quantum mechanics?,کیا کوئی مجھے سمجھا سکتا ہے کہ اس چھوٹی سی پریشانی کے اقدامات کے ساتھ کیسے کام کرنا ہے؟,H
What is the best way to study 5 to 7 hours a day?,آپ کس طرح ایک مخلوط تعداد کو ایک کسر سے ضرب کرتے ہیں؟,H
"I'm a big guy. When I get angry, people get scared and accuse me of threatening them. How do I stop this? I'm not actually a violent person.",انسانی جسم میں سیال کی جسمانیات کیا ہے؟,H
Human Physiology: What concentration of salt water will induce vomiting?,موٹو جی فالکن کے لئے کون سا کسٹم روم مستحکم ہے؟ آپ کے پاس دستیاب کسٹم آروم ہیں؟,H
Which acoustic bass guitar is the best?,کیا کسی نے پی سی بی کے ڈیزائن کے لئے فیڈویل اکیڈمی سے کوئی کورس لیا ہے؟,H
How long did it take to rebuild Germany after WW2?,"میرے پاس آرٹ کی بہت ساری طرزیں ہیں ، اور میں صرف ایک ہی کو اپنانے کی کوشش کر رہا ہوں۔ لوگ سمجھتے ہیں کہ میں آرٹ چوری کر رہا ہوں کیوں کہ میں ہر تصویر میں الگ الگ ڈرائنگ کرتا ہوں۔ مدد؟",H
How driver earns in ola cab services?,میں کسی خاص عنوان پر ویب مواد کیسے لکھ سکتا ہوں؟,H
If the universe rewinds itself after it dies does that mean that I get to be reborn?,میں کس طرح ہے واٹس ایپ میں کسی کے ساتھ اپ کی پیروی کرتے ہیں؟,H
Where can someone buy a legit or fake social security card and SSN?,کیا ضرورت سے زیادہ کیفین کا استعمال ہائی بلڈ پریشر کا سبب بن سکتا ہے؟,H
Can shrimp consumption cause high blood pressure?,میں اپنے لیپ ٹاپ میں ونڈوز 10 پر رام کے استعمال کو کیسے کم کروں؟,H
Which is the best newspaper in India for quality news?,یہ ایک ڈاکٹر اور ایک وکیل ہونے کے لئے کیا پسند ہے؟,H
What is it like being a lawyer?,میرا کتا مجھ پر اپنی گدا کیوں مسح کرتا ہے؟,H
What is the difference between a turkey and a chicken?,ترجمے کے کچھ مضامین خیز ترجمے کیا ہیں؟,H
Why do people on death row get last meals?,"عملے کی ایک ٹیم 20 کلومیٹر فی گھنٹہ کی رفتار سے پانی میں کشتیاں چلاتی ہے۔ کسی دریا پر عمل کرنے میں ، ٹیم 30 منٹ تک دریا سے اوپر اور پھر 30 منٹ تک دریا کے نیچے سے قطار لگاتی ہے۔ دریا کے موجودہ کی رفتار 1.5 کلومیٹر فی گھنٹہ ہے۔ دوسرا 30 منٹ میں انہوں نے کتنا دور سفر کیا؟",H
How am I suppose to make a blog on Quora?,گوگل کیمپس لندن کیا ہے؟,H
How can one earn money with a Facebook page?,کیوں میرا جسم روزانہ ہلتا ​​ہے اور میری نیند کو دور کرتا ہے؟,H
"Why is my hamster shaking, itching, gagging, and sleeping alot?",کسی شخص کا جیو ٹائپ ان کے فنو ٹائپ میں کیسے بدل جاتا ہے؟,H
What is the Best point and shoot camera under 7k INR?,میں کس طرح بازیافت فون نمبر یا ای میل کے بغیر اپنا جی میل پاس ورڈ دوبارہ حاصل کرسکتا ہوں؟,H
How do I reset a Gmail password without a phone number?,میں کسی کو کس طرح بتاؤں جس سے مجھے پیار ہے ختم ہو گیا ہے؟,H
"I have just been given the title of salutatorian, and need to run a speech by my principals today. What is an original idea I can use?",رقبہ کا فارمولا کیا ہے؟,H
What is the fastest way of speaking with a German accent?,"میں نے پی ایچ پی کے لئے ایک کسٹم ایرر ہینڈلر تشکیل دیا اور اسے اپنے ایرر ہینڈلر کے طور پر مرتب کیا لیکن مجھے اب بھی مہلک خرابیاں آویزاں ہوتی ہیں ، میں اسے کیسے روکوں؟",H
What kind of animal did this?,جیٹ لی افک میں کتنا دور جاسکتا ہے اگر وہ واقعی اس کے لئے تربیت حاصل کرتا تھا؟,H
How much money does UFC pay Joe Rogan as salary? Does he get any other non-monetary perks from the UFC?,ایک ڈوموز پیزا کی اصل میں کتنی لاگت آتی ہے؟,H
What are some good songs to lyric prank your crush?,آفٹر مارکیٹ 2 وہیلر آٹو پارٹس بزنس واویلاٹی؟,H
What is your review of Beyond the Hills (2012 movie)?,شادی سے پہلے کوماری کھو کے پیشہ اور کون سے ہیں؟,H
What is the difference between tablets and pills?,کیا کینیڈا سے میکینیکل میں پی جی ڈپلومہ کرنا اچھا ہے یا مجھے آسٹریلیا سے ماسٹر جانا چاہئے؟,H
Should I do a diploma in a community college of Canada or a masters from an university of Canada?,,H
"If Trump is elected president, what are the chances of him becoming a de facto dictator?",مئی 2016 تک: کیا ڈونلڈ ٹرمپ کے امریکی صدر بننے کا کوئی امکان ہے؟,H
